16.4,79
16.4025,84
16.405,86
16.4075,82
16.41,88
16.4125,88
16.415,80
16.4175,95
16.42,95
16.4225,81
16.425,94
16.4275,87
16.43,80
16.4325,99
16.435,89
16.4375,94
16.44,106
16.4425,106
16.445,107
16.4475,72
16.45,84
16.4525,92
16.455,123
16.4575,117
16.46,103
16.4625,100
16.465,84
16.4675,106
16.47,110
16.4725,100
16.475,105
16.4775,94
16.48,107
16.4825,120
16.485,108
16.4875,109
16.49,121
16.4925,109
16.495,117
16.4975,122
16.5,101
16.5025,122
16.505,140
16.5075,123
16.51,105
16.5125,141
16.515,128
16.5175,140
16.52,142
16.5225,139
16.525,132
16.5275,146
16.53,130
16.5325,128
16.535,151
16.5375,137
16.54,158
16.5425,144
16.545,137
16.5475,167
16.55,171
16.5525,147
16.555,170
16.5575,168
16.56,181
16.5625,165
16.565,181
16.5675,159
16.57,179
16.5725,212
16.575,181
16.5775,185
16.58,179
16.5825,169
16.585,180
16.5875,175
16.59,204
16.5925,182
16.595,214
16.5975,189
16.6,201
16.6025,208
16.605,188
16.6075,199
16.61,186
16.6125,203
16.615,214
16.6175,216
16.62,209
16.6225,200
16.625,221
16.6275,212
16.63,199
16.6325,226
16.635,232
16.6375,211
16.64,276
16.6425,253
16.645,252
16.6475,252
16.65,231
16.6525,230
16.655,254
16.6575,239
16.66,247
16.6625,261
16.665,263
16.6675,255
16.67,254
16.6725,262
16.675,280
16.6775,277
16.68,285
16.6825,295
16.685,283
16.6875,329
16.69,317
16.6925,324
16.695,334
16.6975,315
16.7,324
16.7025,377
16.705,341
16.7075,329
16.71,362
16.7125,309
16.715,398
16.7175,428
16.72,351
16.7225,405
16.725,410
16.7275,378
16.73,400
16.7325,441
16.735,429
16.7375,414
16.74,455
16.7425,431
16.745,500
16.7475,478
16.75,480
16.7525,463
16.755,515
16.7575,522
16.76,518
16.7625,511
16.765,521
16.7675,563
16.77,582
16.7725,608
16.775,581
16.7775,612
16.78,562
16.7825,579
16.785,623
16.7875,638
16.79,653
16.7925,683
16.795,714
16.7975,723
16.8,723
16.8025,733
16.805,790
16.8075,744
16.81,808
16.8125,875
16.815,902
16.8175,879
16.82,908
16.8225,984
16.825,960
16.8275,953
16.83,1045
16.8325,1067
16.835,1065
16.8375,1151
16.84,1204
16.8425,1149
16.845,1202
