31,16
31.005,18
31.01,16
31.015,15
31.02,19
31.025,12
31.03,17
31.035,12
31.04,18
31.045,8
31.05,13
31.055,17
31.06,13
31.065,14
31.07,9
31.075,12
31.08,12
31.085,15
31.09,7
31.095,20
31.1,11
31.105,16
31.11,15
31.115,13
31.12,18
31.125,11
31.13,13
31.135,18
31.14,11
31.145,11
31.15,20
31.155,14
31.16,13
31.165,7
31.17,15
31.175,19
31.18,14
31.185,17
31.19,18
31.195,13
31.2,19
31.205,15
31.21,20
31.215,15
31.22,13
31.225,16
31.23,12
31.235,19
31.24,14
31.245,16
31.25,25
31.255,19
31.26,22
31.265,20
31.27,19
31.275,21
31.28,21
31.285,17
31.29,18
31.295,13
31.3,12
31.305,15
31.31,16
31.315,19
31.32,20
31.325,11
31.33,20
31.335,17
31.34,21
31.345,25
31.35,22
31.355,18
31.36,15
31.365,18
31.37,24
31.375,14
31.38,18
31.385,17
31.39,21
31.395,11
31.4,19
31.405,22
31.41,26
31.415,21
31.42,26
31.425,26
31.43,13
31.435,17
31.44,16
31.445,24
31.45,23
31.455,17
31.46,16
31.465,18
31.47,14
31.475,18
31.48,27
31.485,28
31.49,22
31.495,23
31.5,20
31.505,14
31.51,26
31.515,25
31.52,23
31.525,17
31.53,21
31.535,21
31.54,20
31.545,22
31.55,32
31.555,29
31.56,24
31.565,35
31.57,23
31.575,26
31.58,19
31.585,22
31.59,28
31.595,29
31.6,17
31.605,36
31.61,25
31.615,29
31.62,11
31.625,32
31.63,30
31.635,24
31.64,29
31.645,23
31.65,30
31.655,38
31.66,27
31.665,23
31.67,31
31.675,43
31.68,32
31.685,41
31.69,36
31.695,31
31.7,39
31.705,32
31.71,37
31.715,45
31.72,34
31.725,19
31.73,37
31.735,48
31.74,42
31.745,39
31.75,44
31.755,38
31.76,54
31.765,37
31.77,41
31.775,46
31.78,48
31.785,48
31.79,57
31.795,47
31.8,59
31.805,65
31.81,68
31.815,63
31.82,82
31.825,102
31.83,117
31.835,97
31.84,96
31.845,110
31.85,106
31.855,151
31.86,116
31.865,145
31.87,154
31.875,159
31.88,172
31.885,233
31.89,237
31.895,293
31.9,305
31.905,374
31.91,419
31.915,569
31.92,685
31.925,756
31.93,1073
31.935,1370
31.94,1851
31.945,2464
31.95,3283
31.955,4355
31.96,5475
31.965,6948
31.97,8518
31.975,10063
31.98,12360
31.985,16344
31.99,24766
31.995,41195
32,66260
32.005,99027
32.01,127586
32.015,142678
32.02,130865
32.025,98775
32.03,71469
32.035,53497
32.04,43305
32.045,33527
32.05,25387
32.055,17765
32.06,13349
32.065,10837
32.07,10292
32.075,10191
32.08,10518
32.085,10249
32.09,10008
32.095,9115
32.1,7938
32.105,6624
32.11,5663
32.115,4506
32.12,3452
32.125,2827
32.13,2324
32.135,2026
32.14,1868
32.145,1794
32.15,1932
32.155,1936
32.16,2153
32.165,2264
32.17,2307
32.175,2297
32.18,2131
32.185,1858
32.19,1658
32.195,1389
32.2,1198
32.205,939
32.21,756
32.215,673
32.22,544
32.225,524
32.23,405
32.235,387
32.24,393
32.245,322
32.25,347
32.255,292
32.26,295
32.265,288
32.27,236
32.275,253
32.28,220
32.285,218
32.29,207
32.295,188
32.3,203
32.305,188
32.31,151
32.315,161
32.32,124
32.325,132
32.33,142
32.335,118
32.34,128
32.345,129
32.35,118
32.355,115
32.36,121
32.365,116
32.37,113
32.375,104
32.38,105
32.385,98
32.39,87
32.395,110
32.4,88
32.405,77
32.41,97
32.415,66
32.42,78
32.425,62
32.43,56
32.435,70
32.44,44
32.445,43
32.45,44
32.455,45
32.46,44
32.465,50
32.47,29
32.475,48
32.48,33
32.485,36
32.49,41
32.495,25
32.5,44
32.505,33
32.51,29
32.515,34
32.52,33
32.525,35
32.53,33
32.535,41
32.54,23
32.545,26
32.55,25
32.555,26
32.56,18
32.565,28
32.57,27
32.575,24
32.58,28
32.585,20
32.59,19
32.595,21
32.6,26
32.605,24
32.61,32
32.615,24
32.62,30
32.625,24
32.63,25
32.635,20
32.64,30
32.645,28
32.65,22
32.655,20
32.66,23
32.665,20
32.67,24
32.675,19
32.68,19
32.685,18
32.69,24
32.695,23
32.7,24
32.705,25
32.71,18
32.715,16
32.72,17
32.725,21
32.73,13
32.735,20
32.74,12
32.745,25
32.75,18
32.755,22
32.76,19
32.765,26
32.77,19
32.775,17
32.78,16
32.785,21
32.79,24
32.795,20
32.8,29
32.805,17
32.81,21
32.815,20
32.82,20
32.825,14
32.83,22
32.835,18
32.84,23
32.845,15
32.85,19
32.855,28
32.86,17
32.865,26
32.87,22
32.875,12
32.88,15
32.885,17
32.89,13
32.895,14
32.9,18
32.905,19
32.91,16
32.915,18
32.92,17
32.925,30
32.93,14
32.935,18
32.94,23
32.945,25
32.95,16
32.955,19
32.96,25
32.965,16
32.97,16
32.975,20
32.98,6
32.985,17
32.99,11
32.995,13
33,13
33.005,10
33.01,14
33.015,14
33.02,9
33.025,15
33.03,13
33.035,17
33.04,9
33.045,15
33.05,18
33.055,15
33.06,14
33.065,15
33.07,12
33.075,12
33.08,13
33.085,16
33.09,18
33.095,12
33.1,11
33.105,15
33.11,18
33.115,12
33.12,9
33.125,18
33.13,14
33.135,17
33.14,15
33.145,18
33.15,16
33.155,9
33.16,12
33.165,9
33.17,20
33.175,12
33.18,16
33.185,16
33.19,11
33.195,15
33.2,12
33.205,13
33.21,19
33.215,12
33.22,16
33.225,20
33.23,16
33.235,7
33.24,15
33.245,19
33.25,12
33.255,19
33.26,15
33.265,16
33.27,11
33.275,18
33.28,11
33.285,12
33.29,18
33.295,11
33.3,16
33.305,15
33.31,12
33.315,9
33.32,13
33.325,14
33.33,14
33.335,19
